id,is_inferred,source,target,type,,,,
1328,FALSE,EcoVigil,Event_Communication_751,sent,,,,
1326,TRUE,EcoVigil,Event_Monitoring_752,,,,,
1330,TRUE,EcoVigil,Relationship_Suspicious_457,,,,,
1333,TRUE,EcoVigil,Event_Monitoring_922,,,,,
1334,TRUE,EcoVigil,Event_Monitoring_929,,,,,
1335,TRUE,EcoVigil,Relationship_AccessPermission_585,,,,,
1331,TRUE,EcoVigil,Event_VesselMovement_931,,,,,
1337,TRUE,EcoVigil,Event_Monitoring_932,,,,,
1332,TRUE,EcoVigil,Relationship_AccessPermission_588,,,,,
1339,TRUE,EcoVigil,Event_Monitoring_934,,,,,
1341,TRUE,EcoVigil,Event_Enforcement_952,,,,,
1343,TRUE,EcoVigil,Relationship_Reports_604,,,,,
1344,FALSE,EcoVigil,Event_Communication_960,sent,,,,
1345,TRUE,EcoVigil,Event_Monitoring_971,,,,,
1346,TRUE,EcoVigil,Event_Collaborate_972,,,,,
1347,TRUE,EcoVigil,Relationship_Coordinates_614,,,,,
1348,TRUE,EcoVigil,Relationship_AccessPermission_615,,,,,
1349,FALSE,EcoVigil,Event_Communication_974,sent,,,,
1351,FALSE,EcoVigil,Event_Communication_976,sent,,,,
1352,TRUE,EcoVigil,Relationship_Coordinates_616,,,,,
1353,FALSE,EcoVigil,Event_Communication_977,sent,,,,
1342,TRUE,EcoVigil,Event_Monitoring_995,,,,,
1315,TRUE,EcoVigil,Event_Assessment_996,,,,,
1357,FALSE,Sentinel,Event_Communication_69,sent,,,,
1358,TRUE,Sentinel,Event_Monitoring_74,,,,,
1359,FALSE,Sentinel,Event_Communication_79,sent,,,,
1361,TRUE,Sentinel,Event_Assessment_172,,,,,
1362,TRUE,Sentinel,Event_Monitoring_173,,,,,
1363,TRUE,Sentinel,Event_Enforcement_193,,,,,
1365,FALSE,Sentinel,Event_Communication_213,sent,,,,
1367,TRUE,Sentinel,Event_VesselMovement_242,,,,,
1368,TRUE,Sentinel,Event_Monitoring_243,,,,,
1382,TRUE,Sentinel,Event_Monitoring_266,,,,,
1370,FALSE,Sentinel,Event_Communication_267,sent,,,,
1398,TRUE,Sentinel,Relationship_Suspicious_145,,,,,
1373,FALSE,Sentinel,Event_Communication_270,sent,,,,
1375,FALSE,Sentinel,Event_Communication_272,sent,,,,
1377,FALSE,Sentinel,Event_Communication_299,sent,,,,
1378,FALSE,Sentinel,Event_Communication_320,sent,,,,
1379,TRUE,Sentinel,Event_Monitoring_410,,,,,
1380,TRUE,Sentinel,Relationship_Coordinates_252,,,,,
1383,FALSE,Sentinel,Event_Communication_435,sent,,,,
1372,TRUE,Sentinel,Relationship_Coordinates_269,,,,,
1386,TRUE,Sentinel,Event_VesselMovement_483,,,,,
1387,TRUE,Sentinel,Event_Monitoring_484,,,,,
1396,TRUE,Sentinel,Relationship_Suspicious_293,,,,,
1389,FALSE,Sentinel,Event_Communication_485,sent,,,,
1390,TRUE,Sentinel,Event_VesselMovement_563,,,,,
1393,FALSE,Sentinel,Event_Communication_565,sent,,,,
1394,TRUE,Sentinel,Event_Assessment_567,,,,,
1397,FALSE,Sentinel,Event_Communication_574,sent,,,,
1400,FALSE,Sentinel,Event_Communication_674,sent,,,,
1401,TRUE,Sentinel,Relationship_Reports_408,,,,,
1403,TRUE,Sentinel,Relationship_Suspicious_410,,,,,
1404,FALSE,Sentinel,Event_Communication_677,sent,,,,
1405,TRUE,Sentinel,Event_Enforcement_693,,,,,
1422,TRUE,Sentinel,Relationship_AccessPermission_421,,,,,
1408,TRUE,Sentinel,Event_Monitoring_777,,,,,
1410,FALSE,Sentinel,Event_Communication_849,sent,,,,
1413,FALSE,Sentinel,Event_Communication_897,sent,,,,
1414,TRUE,Sentinel,Event_VesselMovement_904,,,,,
1415,TRUE,Sentinel,Relationship_AccessPermission_569,,,,,
1418,TRUE,Sentinel,Relationship_Reports_572,,,,,
1419,TRUE,Sentinel,Event_Monitoring_909,,,,,
1420,TRUE,Sentinel,Event_Monitoring_911,,,,,
1423,FALSE,Sentinel,Event_Communication_914,sent,,,,
1424,TRUE,Sentinel,Event_Monitoring_922,,,,,
1425,TRUE,Sentinel,Event_Monitoring_934,,,,,
1426,FALSE,Sentinel,Event_Communication_965,sent,,,,
1421,TRUE,Sentinel,Event_Assessment_973,,,,,
1428,TRUE,Osprey,Event_TourActivity_96,,,,,
1430,FALSE,Osprey,Event_Communication_97,sent,,,,
1431,FALSE,Osprey,Event_Communication_136,sent,,,,
1432,TRUE,Osprey,Event_TourActivity_140,,,,,
1433,FALSE,Osprey,Event_Communication_141,sent,,,,
1434,TRUE,Osprey,Event_VesselMovement_242,,,,,
1435,TRUE,Osprey,Event_Monitoring_243,,,,,
1437,FALSE,Osprey,Event_Communication_654,sent,,,,
1438,TRUE,Osprey,Event_VesselMovement_806,,,,,
1436,TRUE,Osprey,Event_TourActivity_807,,,,,
1440,TRUE,Osprey,Relationship_AccessPermission_502,,,,,
1441,FALSE,Osprey,Event_Communication_808,sent,,,,
1442,TRUE,Osprey,Event_TourActivity_816,,,,,
1429,TRUE,Osprey,Relationship_Coordinates_509,,,,,
1444,FALSE,Osprey,Event_Communication_817,sent,,,,
1445,FALSE,Defender,Event_Communication_165,sent,,,,
1446,TRUE,Defender,Event_Monitoring_168,,,,,
1447,FALSE,Defender,Event_Communication_169,sent,,,,
1448,TRUE,Defender,Event_VesselMovement_242,,,,,
1449,TRUE,Defender,Event_Monitoring_243,,,,,
1450,TRUE,Defender,Event_Monitoring_688,,,,,
1451,TRUE,Defender,Relationship_Coordinates_418,,,,,
1452,FALSE,Defender,Event_Communication_689,sent,,,,
1453,TRUE,Defender,Event_Enforcement_769,,,,,
1454,FALSE,Defender,Event_Communication_855,sent,,,,
1455,TRUE,Defender,Event_Monitoring_934,,,,,
1456,FALSE,Defender,Event_Communication_999,sent,,,,
1457,FALSE,Northern Light,Event_Communication_228,sent,,,,
1458,FALSE,Northern Light,Event_Communication_230,sent,,,,
1459,TRUE,Northern Light,Relationship_Unfriendly_130,,,,,
1460,FALSE,Northern Light,Event_Communication_234,sent,,,,
1461,TRUE,Northern Light,Event_VesselMovement_634,,,,,
1462,FALSE,Northern Light,Event_Communication_635,sent,,,,
1463,TRUE,Northern Light,Relationship_AccessPermission_392,,,,,
1464,TRUE,Northern Light,Relationship_AccessPermission_393,,,,,
1468,FALSE,Remora,Event_Communication_32,sent,,,,
1470,FALSE,Remora,Event_Communication_153,sent,,,,
1472,FALSE,Remora,Event_Communication_158,sent,,,,
1474,TRUE,Remora,Relationship_AccessPermission_100,,,,,
1475,FALSE,Remora,Event_Communication_214,sent,,,,
1476,FALSE,Remora,Event_Communication_216,sent,,,,
1477,TRUE,Remora,Relationship_AccessPermission_122,,,,,
1478,TRUE,Remora,Relationship_AccessPermission_161,,,,,
1479,TRUE,Remora,Relationship_AccessPermission_163,,,,,
1480,TRUE,Remora,Event_VesselMovement_326,,,,,
1483,FALSE,Remora,Event_Communication_341,sent,,,,
1484,TRUE,Remora,Event_VesselMovement_344,,,,,
1485,TRUE,Remora,Relationship_AccessPermission_192,,,,,
1486,FALSE,Remora,Event_Communication_388,sent,,,,
1487,TRUE,Remora,Event_Collaborate_422,,,,,
1488,TRUE,Remora,Relationship_AccessPermission_259,,,,,
1489,TRUE,Remora,Event_Collaborate_424,,,,,
1491,FALSE,Remora,Event_Communication_425,sent,,,,
1492,TRUE,Remora,Event_Collaborate_455,,,,,
1466,TRUE,Remora,Event_Assessment_492,,,,,
1495,FALSE,Remora,Event_Communication_493,sent,,,,
1496,TRUE,Remora,Event_VesselMovement_494,,,,,
1498,TRUE,Remora,Event_TourActivity_498,,,,,
1490,TRUE,Remora,Relationship_Coordinates_297,,,,,
1500,FALSE,Remora,Event_Communication_499,sent,,,,
1516,TRUE,Remora,Event_VesselMovement_509,,,,,
1497,TRUE,Remora,Event_VesselMovement_510,,,,,
1505,FALSE,Remora,Event_Communication_515,sent,,,,
1506,TRUE,Remora,Event_VesselMovement_516,,,,,
1507,TRUE,Remora,Event_VesselMovement_540,,,,,
1508,TRUE,Remora,Event_Collaborate_554,,,,,
1521,TRUE,Remora,Relationship_Coordinates_334,,,,,
1510,FALSE,Remora,Event_Communication_555,sent,,,,
1512,FALSE,Remora,Event_Communication_556,sent,,,,
1513,TRUE,Remora,Event_Collaborate_557,,,,,
1514,FALSE,Remora,Event_Communication_558,sent,,,,
1465,TRUE,Remora,Relationship_AccessPermission_338,,,,,
1518,FALSE,Remora,Event_Communication_605,sent,,,,
1520,FALSE,Remora,Event_Communication_664,sent,,,,
1522,TRUE,Remora,Event_Collaborate_760,,,,,
1524,TRUE,Remora,Relationship_Suspicious_470,,,,,
1525,FALSE,Remora,Event_Communication_761,sent,,,,
1527,FALSE,Remora,Event_Communication_812,sent,,,,
1523,TRUE,Remora,Relationship_Coordinates_516,,,,,
1529,FALSE,Remora,Event_Communication_823,sent,,,,
1530,TRUE,Remora,Event_VesselMovement_843,,,,,
1532,FALSE,Remora,Event_Communication_850,sent,,,,
1534,TRUE,Remora,Relationship_AccessPermission_553,,,,,
1535,FALSE,Remora,Event_Communication_871,sent,,,,
1537,FALSE,Remora,Event_Communication_873,sent,,,,
1545,TRUE,Remora,Event_VesselMovement_892,,,,,
1546,TRUE,Remora,Event_TourActivity_938,,,,,
1540,FALSE,Remora,Event_Communication_939,sent,,,,
1541,TRUE,Remora,Relationship_AccessPermission_591,,,,,
1542,TRUE,Remora,Event_Monitoring_941,,,,,
1543,TRUE,Remora,Event_Monitoring_942,,,,,
1544,FALSE,Remora,Event_Communication_943,sent,,,,
1547,TRUE,Remora,Event_Monitoring_957,,,,,
1548,TRUE,Remora,Relationship_Reports_603,,,,,
1549,FALSE,Remora,Event_Communication_958,sent,,,,
,TRUE,Remora,Relationship_Colleagues_83,,,,,
,TRUE,Remora,Relationship_Colleagues_80,,,,,
1552,TRUE,Knowles,Relationship_Operates_109,,,,,
1555,TRUE,Knowles,Event_VesselMovement_883,,,,,
1556,TRUE,Knowles,Relationship_AccessPermission_560,,,,,
1557,FALSE,Knowles,Event_Communication_886,sent,,,,
1558,TRUE,Knowles,Event_VesselMovement_887,,,,,
1559,TRUE,Knowles,Relationship_AccessPermission_562,,,,,
1560,TRUE,Knowles,Relationship_Coordinates_621,,,,,
1561,FALSE,Knowles,Event_Communication_987,sent,,,,
1563,FALSE,Knowles,Event_Communication_1001,sent,,,,
1564,TRUE,Knowles,Event_VesselMovement_1002,,,,,
1565,FALSE,Knowles,Event_Communication_1003,sent,,,,
,TRUE,Knowles,Relationship_Colleagues_628,,,,,
1566,TRUE,Mariner's Dream,Event_TourActivity_188,,,,,
1567,TRUE,Mariner's Dream,Relationship_AccessPermission_96,,,,,
1568,TRUE,Mariner's Dream,Relationship_AccessPermission_98,,,,,
1569,TRUE,Recreational Fishing Boats,Event_VesselMovement_190,,,,,
1570,TRUE,Recreational Fishing Boats,Relationship_AccessPermission_129,,,,,
1573,TRUE,Recreational Fishing Boats,Relationship_AccessPermission_232,,,,,
1574,TRUE,Diving Tour Operators,Relationship_AccessPermission_118,,,,,
1575,TRUE,Tourists,Event_TourActivity_46,,,,,
1580,TRUE,Tourists,Relationship_AccessPermission_397,,,,,
1581,TRUE,Conservation Vessels,Event_Monitoring_722,,,,,
1586,TRUE,Conservation Vessels,Event_Assessment_765,,,,,
1587,TRUE,Conservation Vessels,Event_Monitoring_766,,,,,
1588,TRUE,Conservation Vessels,Relationship_AccessPermission_477,,,,,
1594,TRUE,Paackland Harbor,Event_Enforcement_29,,,,,
1595,FALSE,Paackland Harbor,Event_Communication_30,sent,,,,
1596,TRUE,Paackland Harbor,Relationship_Reports_18,,,,,
1597,FALSE,Paackland Harbor,Event_Communication_35,sent,,,,
1598,FALSE,Paackland Harbor,Event_Communication_48,sent,,,,
1599,TRUE,Paackland Harbor,Event_Monitoring_148,,,,,
1600,FALSE,Paackland Harbor,Event_Communication_149,sent,,,,
1601,FALSE,Paackland Harbor,Event_Communication_152,sent,,,,
1602,FALSE,Paackland Harbor,Event_Communication_197,sent,,,,
1603,TRUE,Paackland Harbor,Relationship_Suspicious_123,,,,,
1604,FALSE,Paackland Harbor,Event_Communication_222,sent,,,,
1605,FALSE,Paackland Harbor,Event_Communication_264,sent,,,,
1606,TRUE,Paackland Harbor,Relationship_Jurisdiction_162,,,,,
1607,FALSE,Paackland Harbor,Event_Communication_350,sent,,,,
1608,FALSE,Paackland Harbor,Event_Communication_353,sent,,,,
1609,FALSE,Paackland Harbor,Event_Communication_378,sent,,,,
1610,FALSE,Paackland Harbor,Event_Communication_387,sent,,,,
1611,FALSE,Paackland Harbor,Event_Communication_560,sent,,,,
1612,FALSE,Paackland Harbor,Event_Communication_656,sent,,,,
1613,FALSE,Paackland Harbor,Event_Communication_694,sent,,,,
1614,FALSE,Paackland Harbor,Event_Communication_905,sent,,,,
1615,TRUE,Paackland Harbor,Relationship_Jurisdiction_575,,,,,
1616,TRUE,Haacklee Harbor,Relationship_Coordinates_43,,,,,
1617,FALSE,Haacklee Harbor,Event_Communication_95,sent,,,,
1618,FALSE,Haacklee Harbor,Event_Communication_305,sent,,,,
1619,TRUE,Haacklee Harbor,Event_Assessment_329,,,,,
1620,FALSE,Haacklee Harbor,Event_Communication_330,sent,,,,
1621,FALSE,Haacklee Harbor,Event_Communication_332,sent,,,,
1622,FALSE,Haacklee Harbor,Event_Communication_668,sent,,,,
1623,FALSE,Haacklee Harbor,Event_Communication_884,sent,,,,
1624,FALSE,Haacklee Harbor,Event_Communication_888,sent,,,,
1625,FALSE,Himark Harbor,Event_Communication_17,sent,,,,
1626,FALSE,Himark Harbor,Event_Communication_28,sent,,,,
1627,FALSE,Himark Harbor,Event_Communication_51,sent,,,,
1628,FALSE,Himark Harbor,Event_Communication_100,sent,,,,
1629,FALSE,Himark Harbor,Event_Communication_118,sent,,,,
1630,FALSE,Himark Harbor,Event_Communication_147,sent,,,,
1631,FALSE,Himark Harbor,Event_Communication_191,sent,,,,
1632,FALSE,Himark Harbor,Event_Communication_301,sent,,,,
1633,FALSE,Himark Harbor,Event_Communication_304,sent,,,,
1634,FALSE,Himark Harbor,Event_Communication_327,sent,,,,
1635,FALSE,Himark Harbor,Event_Communication_340,sent,,,,
1637,FALSE,Himark Harbor,Event_Communication_345,sent,,,,
1638,FALSE,Himark Harbor,Event_Communication_390,sent,,,,
1639,FALSE,Himark Harbor,Event_Communication_394,sent,,,,
1640,FALSE,Himark Harbor,Event_Communication_449,sent,,,,
1641,FALSE,Himark Harbor,Event_Communication_453,sent,,,,
1642,FALSE,Himark Harbor,Event_Communication_501,sent,,,,
1643,FALSE,Himark Harbor,Event_Communication_579,sent,,,,
1644,FALSE,Himark Harbor,Event_Communication_632,sent,,,,
1636,TRUE,Himark Harbor,Relationship_AccessPermission_382,,,,,
1646,FALSE,Himark Harbor,Event_Communication_636,sent,,,,
1647,FALSE,Himark Harbor,Event_Communication_642,sent,,,,
1648,FALSE,Himark Harbor,Event_Communication_645,sent,,,,
1650,FALSE,Himark Harbor,Event_Communication_696,sent,,,,
1649,TRUE,Himark Harbor,Event_Enforcement_784,,,,,
1652,FALSE,Himark Harbor,Event_Communication_785,sent,,,,
1653,FALSE,Himark Harbor,Event_Communication_789,sent,,,,
1654,FALSE,Himark Harbor,Event_Communication_890,sent,,,,
1655,TRUE,Himark Harbor,Event_Enforcement_992,,,,,
1656,TRUE,Himark Harbor,Relationship_Coordinates_623,,,,,
1657,FALSE,Himark Harbor,Event_Communication_993,sent,,,,
1658,TRUE,Port Security,Event_Enforcement_947,,,,,
1659,TRUE,Port Security,Relationship_Jurisdiction_611,,,,,
1660,TRUE,Event_Monitoring_0,Eastern Coastline,,,,,
1740,TRUE,Event_Monitoring_33,Nemo Reef,,,,,
1741,TRUE,Event_Monitoring_33,Protected areas,,,,,
3029,TRUE,Event_Monitoring_38,Nemo Reef,,,,,
1805,TRUE,Event_Monitoring_60,Nemo Reef,,,,,
1806,TRUE,Event_Monitoring_60,Protected areas,,,,,
1828,TRUE,Event_Monitoring_68,Western Boundary,,,,,
1829,TRUE,Event_Monitoring_68,Protected areas,,,,,
1834,TRUE,Event_Monitoring_71,Western Boundary,,,,,
1840,TRUE,Event_Monitoring_73,Eastern Boundary,,,,,
1841,TRUE,Event_Monitoring_74,Western Boundary,,,,,
1851,TRUE,Event_Monitoring_77,Western Boundary,,,,,
1852,TRUE,Event_Monitoring_77,Nemo Reef,,,,,
1859,TRUE,Event_Monitoring_83,Nemo Reef,,,,,
1912,TRUE,Event_Monitoring_105,Eastern Boundary,,,,,
1974,TRUE,Event_Monitoring_129,Nemo Reef,,,,,
1994,TRUE,Event_Monitoring_133,Protected areas,,,,,
2029,TRUE,Event_Monitoring_148,Nemo Reef,,,,,
2063,TRUE,Event_Monitoring_164,Nemo Reef,,,,,
2064,TRUE,Event_Monitoring_164,Restricted Zone,,,,,
2070,TRUE,Event_Monitoring_168,Nemo Reef,,,,,
2258,TRUE,Event_Monitoring_192,Nemo Reef,,,,,
2180,TRUE,Event_Monitoring_208,Restricted areas,,,,,
2244,TRUE,Event_Monitoring_232,Restricted Zone,,,,,
2296,TRUE,Event_Monitoring_253,E7,,,,,
2295,TRUE,Event_Monitoring_255,E7,,,,,
2791,TRUE,Event_Monitoring_266,Nemo Reef,,,,,
2391,TRUE,Event_Monitoring_286,Nemo Reef,,,,,
2567,TRUE,Event_Monitoring_358,South Dock,,,,,
2730,TRUE,Event_Monitoring_414,Protected areas,,,,,
2813,TRUE,Event_Monitoring_444,Haacklee Harbor,,,,,
2911,TRUE,Event_Monitoring_484,Southern Boundary,,,,,
3335,TRUE,Event_Monitoring_530,Nemo Reef,,,,,
3036,TRUE,Event_Monitoring_534,Nemo Reef,,,,,
4269,TRUE,Event_Monitoring_595,Nemo Reef,,,,,
3003,TRUE,Event_Monitoring_631,Nemo Reef,,,,,
3368,TRUE,Event_Monitoring_661,Western quadrant,,,,,
3437,TRUE,Event_Monitoring_688,Eastern Boundary,,,,,
3476,TRUE,Event_Monitoring_704,Nemo Reef,,,,,
3495,TRUE,Event_Monitoring_709,Eastern quadrant,,,,,
2276,TRUE,Event_Monitoring_722,Nemo Reef,,,,,
3598,TRUE,Event_Monitoring_752,Northern quadrant,,,,,
3662,TRUE,Event_Monitoring_766,Restricted areas,,,,,
3743,TRUE,Event_Monitoring_797,Eastern quadrant,,,,,
2735,TRUE,Event_Monitoring_803,Nemo Reef,,,,,
3861,TRUE,Event_Monitoring_835,Restricted areas,,,,,
3975,TRUE,Event_Monitoring_856,Southern quadrant,,,,,
3500,TRUE,Event_Monitoring_878,Western quadrant,,,,,
4061,TRUE,Event_Monitoring_911,Western quadrant,,,,,
4078,TRUE,Event_Monitoring_917,Western Boundary,,,,,
4106,TRUE,Event_Monitoring_929,Restricted Zone,,,,,
4116,TRUE,Event_Monitoring_932,Western quadrant,,,,,
4140,TRUE,Event_Monitoring_941,Conservation Vessels,,,,,
4141,TRUE,Event_Monitoring_942,Nemo Reef,,,,,
3748,TRUE,Event_Monitoring_946,Nemo Reef,,,,,
4182,TRUE,Event_Monitoring_957,Restricted Zone,,,,,
4210,TRUE,Event_Monitoring_967,Protected areas,,,,,
2777,TRUE,Event_Monitoring_978,Nemo Reef,,,,,
4190,TRUE,Event_Monitoring_995,Nemo Reef,,,,,
1661,FALSE,Event_Communication_1,The Intern,received,,,,
1662,TRUE,Event_Communication_1,Event_Monitoring_0,evidence_for,,,,
1664,FALSE,Event_Communication_2,The Lookout,received,,,,
1665,TRUE,Event_Communication_2,Relationship_Friends_0,evidence_for,,,,
1666,FALSE,Event_Communication_3,Sam,received,,,,
1669,FALSE,Event_Communication_5,Mrs. Money,received,,,,
1671,TRUE,Event_Communication_5,Relationship_Colleagues_589,evidence_for,,,,
1670,TRUE,Event_Communication_5,Event_Collaborate_719,evidence_for,,,,
1673,FALSE,Event_Communication_6,Boss,received,,,,
1674,TRUE,Event_Communication_6,Relationship_Colleagues_2,evidence_for,,,,
1678,FALSE,Event_Communication_7,Mrs. Money,received,,,,
1680,TRUE,Event_Communication_7,Relationship_Colleagues_158,evidence_for,,,,
,TRUE,Event_Communication_7,Relationship_Colleagues_2,evidence_for,,,,
1681,TRUE,Event_Communication_7,Relationship_Colleagues_11,evidence_for,,,,
1682,FALSE,Event_Communication_8,Boss,received,,,,
1683,FALSE,Event_Communication_9,The Middleman,received,,,,
1684,FALSE,Event_Communication_10,Boss,received,,,,
1685,FALSE,Event_Communication_11,The Middleman,received,,,,
1686,FALSE,Event_Communication_12,Boss,received,,,,
1688,FALSE,Event_Communication_13,Mako,received,,,,
1689,TRUE,Event_Communication_13,Relationship_AccessPermission_7,evidence_for,,,,
1691,FALSE,Event_Communication_15,Serenity,received,,,,
1692,TRUE,Event_Communication_15,Event_Assessment_14,evidence_for,,,,
1694,FALSE,Event_Communication_16,Reef Guardian,received,,,,
1695,TRUE,Event_Communication_16,Relationship_AccessPermission_7,evidence_for,,,,
1698,FALSE,Event_Communication_17,Mako,received,,,,
1699,TRUE,Event_Communication_17,Relationship_Coordinates_387,evidence_for,,,,
1700,TRUE,Event_Communication_17,Relationship_AccessPermission_148,evidence_for,,,,
1704,FALSE,Event_Communication_20,Davis,received,,,,
1705,TRUE,Event_Communication_20,Event_Assessment_18,evidence_for,,,,
1706,TRUE,Event_Communication_20,Event_VesselMovement_122,evidence_for,,,,
1710,FALSE,Event_Communication_21,Mrs. Money,received,,,,
1712,TRUE,Event_Communication_21,Relationship_Colleagues_11,evidence_for,,,,
,TRUE,Event_Communication_21,Relationship_Colleagues_158,evidence_for,,,,
1711,TRUE,Event_Communication_21,Relationship_Colleagues_2,evidence_for,,,,
1714,FALSE,Event_Communication_22,The Middleman,received,,,,
1717,FALSE,Event_Communication_24,Serenity,received,,,,
1719,TRUE,Event_Communication_24,Relationship_AccessPermission_7,evidence_for,,,,
1718,TRUE,Event_Communication_24,Event_Enforcement_177,evidence_for,,,,
1721,FALSE,Event_Communication_26,Himark Harbor,received,,,,
1722,TRUE,Event_Communication_26,Event_VesselMovement_25,evidence_for,,,,
1725,FALSE,Event_Communication_28,Serenity,received,,,,
1727,TRUE,Event_Communication_28,Relationship_AccessPermission_238,evidence_for,,,,
1726,TRUE,Event_Communication_28,Event_VesselMovement_25,evidence_for,,,,
1730,FALSE,Event_Communication_30,Remora,received,,,,
1731,TRUE,Event_Communication_30,Event_Enforcement_29,evidence_for,,,,
1732,TRUE,Event_Communication_30,Relationship_AccessPermission_338,evidence_for,,,,
1736,FALSE,Event_Communication_32,Paackland Harbor,received,,,,
1738,TRUE,Event_Communication_32,Relationship_Colleagues_16,evidence_for,,,,
1739,TRUE,Event_Communication_32,Relationship_AccessPermission_338,evidence_for,,,,
1737,TRUE,Event_Communication_32,Event_Assessment_492,evidence_for,,,,
1747,FALSE,Event_Communication_35,Oceanus City Council,received,,,,
1748,TRUE,Event_Communication_35,Event_Monitoring_33,evidence_for,,,,
1749,TRUE,Event_Communication_35,Event_Enforcement_34,evidence_for,,,,
1750,TRUE,Event_Communication_35,Relationship_Reports_18,evidence_for,,,,
1751,TRUE,Event_Communication_35,Relationship_Jurisdiction_19,evidence_for,,,,
1756,FALSE,Event_Communication_37,Liam Thorne,received,,,,
1758,TRUE,Event_Communication_37,Relationship_Coordinates_20,evidence_for,,,,
1759,TRUE,Event_Communication_37,Relationship_Jurisdiction_21,evidence_for,,,,
1760,TRUE,Event_Communication_37,Relationship_Jurisdiction_446,evidence_for,,,,
1757,TRUE,Event_Communication_37,Event_TourActivity_46,evidence_for,,,,
1763,FALSE,Event_Communication_39,Mrs. Money,received,,,,
1764,TRUE,Event_Communication_39,Event_Monitoring_38,evidence_for,,,,
,TRUE,Event_Communication_39,Relationship_Colleagues_158,evidence_for,,,,
1766,FALSE,Event_Communication_40,Mrs. Money,received,,,,
1771,FALSE,Event_Communication_43,Oceanus City Council,received,,,,
1772,TRUE,Event_Communication_43,Event_Assessment_41,evidence_for,,,,
1773,TRUE,Event_Communication_43,Event_Enforcement_42,evidence_for,,,,
1774,TRUE,Event_Communication_43,Relationship_Coordinates_24,evidence_for,,,,
1775,TRUE,Event_Communication_43,Relationship_Reports_587,evidence_for,,,,
1778,FALSE,Event_Communication_45,Paackland Harbor,received,,,,
1779,TRUE,Event_Communication_45,Event_Enforcement_44,evidence_for,,,,
1780,TRUE,Event_Communication_45,Relationship_Coordinates_24,evidence_for,,,,
1784,FALSE,Event_Communication_48,Reef Guardian,received,,,,
1785,TRUE,Event_Communication_48,Event_TourActivity_46,evidence_for,,,,
1787,TRUE,Event_Communication_48,Relationship_Coordinates_27,evidence_for,,,,
1786,TRUE,Event_Communication_48,Event_Monitoring_946,evidence_for,,,,
1789,FALSE,Event_Communication_50,Himark Harbor,received,,,,
1790,TRUE,Event_Communication_50,Event_Fishing_49,evidence_for,,,,
1791,FALSE,Event_Communication_51,Marlin,received,,,,
1793,FALSE,Event_Communication_53,Oceanus City Council,received,,,,
1794,TRUE,Event_Communication_53,Event_Criticize_52,evidence_for,,,,
1795,FALSE,Event_Communication_54,Marlin,received,,,,
1800,FALSE,Event_Communication_59,Remora,received,,,,
1802,TRUE,Event_Communication_59,Event_Assessment_56,evidence_for,,,,
1801,TRUE,Event_Communication_59,Event_Assessment_14,evidence_for,,,,
1803,TRUE,Event_Communication_59,Event_VesselMovement_1000,evidence_for,,,,
1804,TRUE,Event_Communication_59,Event_VesselMovement_892,evidence_for,,,,
1811,FALSE,Event_Communication_62,Reef Guardian,received,,,,
1812,TRUE,Event_Communication_62,Event_Monitoring_60,evidence_for,,,,
1813,TRUE,Event_Communication_62,Event_TourActivity_61,evidence_for,,,,
1815,TRUE,Event_Communication_62,Relationship_Jurisdiction_29,evidence_for,,,,
1814,TRUE,Event_Communication_62,Relationship_Operates_566,evidence_for,,,,
1818,FALSE,Event_Communication_64,Sailor Shifts Team,received,,,,
1819,TRUE,Event_Communication_64,Relationship_Coordinates_30,evidence_for,,,,
1822,FALSE,Event_Communication_66,Samantha Blake,received,,,,
1823,TRUE,Event_Communication_66,Event_Assessment_65,evidence_for,,,,
1824,TRUE,Event_Communication_66,Relationship_AccessPermission_81,evidence_for,,,,
1826,FALSE,Event_Communication_67,Oceanus City Council,received,,,,
1827,TRUE,Event_Communication_67,Relationship_AccessPermission_415,evidence_for,,,,
1830,FALSE,Event_Communication_69,Green Guardians,received,,,,
1831,TRUE,Event_Communication_69,Event_Monitoring_68,evidence_for,,,,
1836,FALSE,Event_Communication_72,Horizon,received,,,,
1837,TRUE,Event_Communication_72,Event_TourActivity_70,evidence_for,,,,
1838,TRUE,Event_Communication_72,Event_Monitoring_71,evidence_for,,,,
1839,TRUE,Event_Communication_72,Relationship_Coordinates_33,evidence_for,,,,
1845,FALSE,Event_Communication_76,Sentinel,received,,,,
1846,TRUE,Event_Communication_76,Event_Monitoring_73,evidence_for,,,,
1847,TRUE,Event_Communication_76,Event_Monitoring_74,evidence_for,,,,
1850,TRUE,Event_Communication_76,Relationship_Coordinates_35,evidence_for,,,,
1849,TRUE,Event_Communication_76,Relationship_Coordinates_116,evidence_for,,,,
1848,TRUE,Event_Communication_76,Event_TourActivity_46,evidence_for,,,,
1854,FALSE,Event_Communication_79,Horizon,received,,,,
1855,TRUE,Event_Communication_79,Event_Monitoring_77,evidence_for,,,,
1856,TRUE,Event_Communication_79,Event_TourActivity_46,evidence_for,,,,
1863,FALSE,Event_Communication_85,Seawatch,received,,,,
1864,TRUE,Event_Communication_85,Event_Monitoring_83,evidence_for,,,,
1866,TRUE,Event_Communication_85,Relationship_Coordinates_39,evidence_for,,,,
1865,TRUE,Event_Communication_85,Event_TourActivity_46,evidence_for,,,,
